,단지코드,총세대수,임대건물구분,지역,전용면적,전용면적별세대수,빈집,임대료,노선수,버스,주차면수,등록차량수,대중교통,노인청소년합
597,C2583,1106,아파트,대전광역시,36.93,24,21.0,193550,0.0,2.0,752.0,982.0,2.0,0.22587432282434
598,C2583,1106,아파트,대전광역시,46.78,72,21.0,254840,0.0,2.0,752.0,982.0,2.0,0.22587432282434
599,C2583,1106,아파트,대전광역시,46.78,72,21.0,254840,0.0,2.0,752.0,982.0,2.0,0.22587432282434
600,C2583,1106,아파트,대전광역시,21.97,60,21.0,69250,0.0,2.0,752.0,982.0,2.0,0.22587432282434
601,C2583,1106,아파트,대전광역시,26.9,60,21.0,84230,0.0,2.0,752.0,982.0,2.0,0.22587432282434
602,C2583,1106,아파트,대전광역시,26.9,36,21.0,84230,0.0,2.0,752.0,982.0,2.0,0.22587432282434
603,C2583,1106,아파트,대전광역시,26.9,72,21.0,84230,0.0,2.0,752.0,982.0,2.0,0.22587432282434
604,C2583,1106,아파트,대전광역시,26.9,12,21.0,84230,0.0,2.0,752.0,982.0,2.0,0.22587432282434
605,C1350,1401,아파트,대전광역시,74.94,317,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
606,C1350,1401,아파트,대전광역시,74.94,137,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
607,C1350,1401,아파트,대전광역시,74.94,22,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
608,C1350,1401,아파트,대전광역시,84.94,164,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
609,C1350,1401,아파트,대전광역시,84.94,19,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
610,C1350,1401,아파트,대전광역시,84.96,26,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
611,C1350,1401,아파트,대전광역시,84.97,26,2.0,,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
612,C1350,1401,아파트,대전광역시,51.99,106,2.0,408600,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
613,C1350,1401,아파트,대전광역시,59.91,13,2.0,519350,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
614,C1350,1401,아파트,대전광역시,59.92,223,2.0,516130,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
615,C1350,1401,아파트,대전광역시,51.99,146,2.0,131130,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
616,C1350,1401,아파트,대전광역시,59.91,32,2.0,152680,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
617,C1350,1401,아파트,대전광역시,59.92,170,2.0,152480,0.0,6.0,1636.0,2315.0,6.0,0.22587432282434
618,C1017,1460,아파트,대전광역시,26.86,324,27.0,160310,0.0,2.0,1534.0,1246.0,2.0,0.22587432282434
619,C1017,1460,아파트,대전광역시,36.68,580,27.0,227970,0.0,2.0,1534.0,1246.0,2.0,0.22587432282434
620,C1017,1460,아파트,대전광역시,46.97,556,27.0,300840,0.0,2.0,1534.0,1246.0,2.0,0.22587432282434
621,C2470,636,아파트,대전광역시,39.9,96,1.0,340000,1.0,2.0,772.0,887.0,3.0,0.22587432282434
622,C2470,636,아파트,대전광역시,46.81,264,1.0,380000,1.0,2.0,772.0,887.0,3.0,0.22587432282434
623,C2470,636,아파트,대전광역시,59.95,46,1.0,480000,1.0,2.0,772.0,887.0,3.0,0.22587432282434
624,C2298,581,아파트,대전광역시,16.85,96,21.0,79000,0.0,3.0,408.0,444.0,3.0,0.22587432282434
625,C2298,581,아파트,대전광역시,26.64,204,21.0,118000,0.0,3.0,408.0,444.0,3.0,0.22587432282434
626,C2298,581,아파트,대전광역시,26.64,30,21.0,118000,0.0,3.0,408.0,444.0,3.0,0.22587432282434
627,C2298,581,아파트,대전광역시,36.86,148,21.0,162000,0.0,3.0,408.0,444.0,3.0,0.22587432282434
628,C2298,581,아파트,대전광역시,36.86,100,21.0,162000,0.0,3.0,408.0,444.0,3.0,0.22587432282434
629,C1945,755,아파트,경기도,39.72,120,6.0,130070,1.0,3.0,734.0,730.0,4.0,0.226270578978819
630,C1945,755,아파트,경기도,39.72,120,6.0,130070,1.0,3.0,734.0,730.0,4.0,0.226270578978819
631,C1945,755,아파트,경기도,51.93,207,6.0,193230,1.0,3.0,734.0,730.0,4.0,0.226270578978819
632,C1945,755,아파트,경기도,51.93,96,6.0,193230,1.0,3.0,734.0,730.0,4.0,0.226270578978819
633,C1945,755,아파트,경기도,59.88,160,6.0,244020,1.0,3.0,734.0,730.0,4.0,0.226270578978819
634,C1945,755,아파트,경기도,59.88,52,6.0,244020,1.0,3.0,734.0,730.0,4.0,0.226270578978819
635,C1244,1722,아파트,경기도,39.62,275,10.0,203030,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
636,C1244,1722,아파트,경기도,39.62,126,10.0,203030,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
637,C1244,1722,아파트,경기도,39.62,168,10.0,203030,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
638,C1244,1722,아파트,경기도,39.72,219,10.0,203030,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
639,C1244,1722,아파트,경기도,46.73,98,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
640,C1244,1722,아파트,경기도,46.81,144,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
641,C1244,1722,아파트,경기도,46.81,76,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
642,C1244,1722,아파트,경기도,46.81,76,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
643,C1244,1722,아파트,경기도,46.95,75,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
644,C1244,1722,아파트,경기도,46.95,75,10.0,304540,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
645,C1244,1722,아파트,경기도,51.78,232,10.0,338380,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
646,C1244,1722,아파트,경기도,51.78,83,10.0,338380,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
647,C1244,1722,아파트,경기도,51.95,75,10.0,338380,0.0,10.0,1483.0,1804.0,10.0,0.226270578978819
648,C2538,1473,아파트,경기도,26.47,188,13.0,174280,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
649,C2538,1473,아파트,경기도,33.96,202,13.0,223930,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
650,C2538,1473,아파트,경기도,33.96,82,13.0,223930,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
651,C2538,1473,아파트,경기도,33.96,40,13.0,223930,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
652,C2538,1473,아파트,경기도,33.96,12,13.0,223930,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
653,C2538,1473,아파트,경기도,36.96,259,13.0,257400,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
654,C2538,1473,아파트,경기도,36.96,87,13.0,257400,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
655,C2538,1473,아파트,경기도,36.99,24,13.0,257400,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
656,C2538,1473,아파트,경기도,46.4,60,13.0,311110,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
657,C2538,1473,아파트,경기도,46.4,15,13.0,311110,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
658,C2538,1473,아파트,경기도,46.96,176,13.0,311110,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
659,C2538,1473,아파트,경기도,46.96,45,13.0,311110,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
660,C2538,1473,아파트,경기도,51.91,12,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
661,C2538,1473,아파트,경기도,51.91,117,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
662,C2538,1473,아파트,경기도,51.91,30,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
663,C2538,1473,아파트,경기도,51.92,72,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
664,C2538,1473,아파트,경기도,51.92,14,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
665,C2538,1473,아파트,경기도,51.92,24,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
666,C2538,1473,아파트,경기도,51.92,14,13.0,340790,0.0,3.0,1299.0,799.0,3.0,0.226270578978819
667,C1689,1117,아파트,경기도,26.95,186,4.0,126470,1.0,3.0,985.0,960.0,4.0,0.226270578978819
668,C1689,1117,아파트,경기도,36.78,168,4.0,178480,1.0,3.0,985.0,960.0,4.0,0.226270578978819
669,C1689,1117,아파트,경기도,36.87,276,4.0,178480,1.0,3.0,985.0,960.0,4.0,0.226270578978819
670,C1689,1117,아파트,경기도,46.48,122,4.0,291970,1.0,3.0,985.0,960.0,4.0,0.226270578978819
671,C1689,1117,아파트,경기도,46.75,16,4.0,291970,1.0,3.0,985.0,960.0,4.0,0.226270578978819
672,C1689,1117,아파트,경기도,46.75,98,4.0,291970,1.0,3.0,985.0,960.0,4.0,0.226270578978819
673,C1689,1117,아파트,경기도,46.75,30,4.0,291970,1.0,3.0,985.0,960.0,4.0,0.226270578978819
674,C1689,1117,아파트,경기도,46.95,73,4.0,291970,1.0,3.0,985.0,960.0,4.0,0.226270578978819
675,C1689,1117,아파트,경기도,51.94,100,4.0,348700,1.0,3.0,985.0,960.0,4.0,0.226270578978819
676,C1689,1117,아파트,경기도,51.94,48,4.0,348700,1.0,3.0,985.0,960.0,4.0,0.226270578978819
677,C2361,1174,아파트,경기도,39.72,172,9.0,197230,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
678,C2361,1174,아파트,경기도,39.72,76,9.0,197230,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
679,C2361,1174,아파트,경기도,39.77,174,9.0,197230,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
680,C2361,1174,아파트,경기도,46.9,189,9.0,259660,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
681,C2361,1174,아파트,경기도,46.9,25,9.0,259660,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
682,C2361,1174,아파트,경기도,46.9,90,9.0,259660,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
683,C2361,1174,아파트,경기도,46.9,45,9.0,259660,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
684,C2361,1174,아파트,경기도,46.96,33,9.0,259660,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
685,C2361,1174,아파트,경기도,51.93,124,9.0,308350,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
686,C2361,1174,아파트,경기도,51.93,78,9.0,308350,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
687,C2361,1174,아파트,경기도,59.61,168,9.0,370790,0.0,4.0,1026.0,1117.0,4.0,0.226270578978819
688,C1744,822,아파트,경기도,51.77,264,13.0,192910,0.0,2.0,827.0,979.0,2.0,0.226270578978819
689,C1744,822,아파트,경기도,51.77,172,13.0,192910,0.0,2.0,827.0,979.0,2.0,0.226270578978819
690,C1744,822,아파트,경기도,51.93,86,13.0,194210,0.0,2.0,827.0,979.0,2.0,0.226270578978819
691,C1744,822,아파트,경기도,51.93,16,13.0,194210,0.0,2.0,827.0,979.0,2.0,0.226270578978819
692,C1744,822,아파트,경기도,59.88,284,13.0,263600,0.0,2.0,827.0,979.0,2.0,0.226270578978819
693,C2046,1129,아파트,경기도,46.9,221,10.0,179620,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
694,C2046,1129,아파트,경기도,46.9,75,10.0,179620,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
695,C2046,1129,아파트,경기도,46.9,150,10.0,179620,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
696,C2046,1129,아파트,경기도,51.93,377,10.0,220490,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
697,C2046,1129,아파트,경기도,51.93,66,10.0,220490,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
698,C2046,1129,아파트,경기도,59.88,240,10.0,289880,0.0,4.0,1137.0,1306.0,4.0,0.226270578978819
699,C2071,1479,아파트,경기도,39.72,133,21.0,126340,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
700,C2071,1479,아파트,경기도,39.72,133,21.0,126340,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
701,C2071,1479,아파트,경기도,46.9,225,21.0,179620,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
702,C2071,1479,아파트,경기도,46.9,223,21.0,179620,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
703,C2071,1479,아파트,경기도,46.9,120,21.0,179620,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
704,C2071,1479,아파트,경기도,46.9,75,21.0,179620,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
705,C2071,1479,아파트,경기도,46.9,150,21.0,179620,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
706,C2071,1479,아파트,경기도,51.93,360,21.0,220490,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
707,C2071,1479,아파트,경기도,51.93,60,21.0,220490,0.0,3.0,1488.0,1398.0,3.0,0.226270578978819
708,C2635,330,아파트,경기도,51.86,141,1.0,241080,0.0,3.0,259.0,442.0,3.0,0.226270578978819
709,C2635,330,아파트,경기도,51.86,9,1.0,241080,0.0,3.0,259.0,442.0,3.0,0.226270578978819
710,C2635,330,아파트,경기도,59.83,30,1.0,296720,0.0,3.0,259.0,442.0,3.0,0.226270578978819
711,C2635,330,아파트,경기도,59.88,141,1.0,297220,0.0,3.0,259.0,442.0,3.0,0.226270578978819
712,C2635,330,아파트,경기도,59.88,9,1.0,297220,0.0,3.0,259.0,442.0,3.0,0.226270578978819
713,C2390,386,아파트,경기도,51.86,81,4.0,241080,0.0,4.0,299.0,422.0,4.0,0.226270578978819
714,C2390,386,아파트,경기도,51.86,9,4.0,241080,0.0,4.0,299.0,422.0,4.0,0.226270578978819
715,C2390,386,아파트,경기도,59.88,287,4.0,297220,0.0,4.0,299.0,422.0,4.0,0.226270578978819
716,C2390,386,아파트,경기도,59.88,9,4.0,297220,0.0,4.0,299.0,422.0,4.0,0.226270578978819
717,C2561,456,아파트,경기도,39.48,120,7.0,145840,1.0,4.0,399.0,441.0,5.0,0.226270578978819
718,C2561,456,아파트,경기도,46.81,40,7.0,207140,1.0,4.0,399.0,441.0,5.0,0.226270578978819
719,C2561,456,아파트,경기도,46.81,80,7.0,207140,1.0,4.0,399.0,441.0,5.0,0.226270578978819
720,C2561,456,아파트,경기도,59.57,216,7.0,305650,1.0,4.0,399.0,441.0,5.0,0.226270578978819
721,C1889,1018,아파트,경기도,39.48,177,14.0,84410,0.0,2.0,788.0,808.0,2.0,0.226270578978819
722,C1889,1018,아파트,경기도,46.81,180,14.0,99100,0.0,2.0,788.0,808.0,2.0,0.226270578978819
723,C1889,1018,아파트,경기도,51.86,260,14.0,127650,0.0,2.0,788.0,808.0,2.0,0.226270578978819
724,C1889,1018,아파트,경기도,59.57,401,14.0,146740,0.0,2.0,788.0,808.0,2.0,0.226270578978819
725,C2008,781,아파트,경기도,36.79,45,7.0,170360,2.0,5.0,663.0,548.0,7.0,0.226270578978819
726,C2008,781,아파트,경기도,36.79,12,7.0,170360,2.0,5.0,663.0,548.0,7.0,0.226270578978819
727,C2008,781,아파트,경기도,36.98,170,7.0,170360,2.0,5.0,663.0,548.0,7.0,0.226270578978819
728,C2008,781,아파트,경기도,36.98,39,7.0,170360,2.0,5.0,663.0,548.0,7.0,0.226270578978819
729,C2008,781,아파트,경기도,46.71,123,7.0,238740,2.0,5.0,663.0,548.0,7.0,0.226270578978819
730,C2008,781,아파트,경기도,46.71,61,7.0,238740,2.0,5.0,663.0,548.0,7.0,0.226270578978819
731,C2008,781,아파트,경기도,46.71,64,7.0,238740,2.0,5.0,663.0,548.0,7.0,0.226270578978819
732,C2008,781,아파트,경기도,51.64,102,7.0,276040,2.0,5.0,663.0,548.0,7.0,0.226270578978819
733,C2008,781,아파트,경기도,51.98,98,7.0,276040,2.0,5.0,663.0,548.0,7.0,0.226270578978819
734,C2008,781,아파트,경기도,59.63,67,7.0,335760,2.0,5.0,663.0,548.0,7.0,0.226270578978819
735,C1681,534,아파트,경기도,36.97,209,9.0,162250,0.0,7.0,465.0,520.0,7.0,0.226270578978819
736,C1681,534,아파트,경기도,36.97,16,9.0,162250,0.0,7.0,465.0,520.0,7.0,0.226270578978819
737,C1681,534,아파트,경기도,46.74,30,9.0,257660,0.0,7.0,465.0,520.0,7.0,0.226270578978819
738,C1681,534,아파트,경기도,46.97,116,9.0,257660,0.0,7.0,465.0,520.0,7.0,0.226270578978819
739,C1681,534,아파트,경기도,46.97,74,9.0,257660,0.0,7.0,465.0,520.0,7.0,0.226270578978819
740,C1681,534,아파트,경기도,51.85,15,9.0,291110,0.0,7.0,465.0,520.0,7.0,0.226270578978819
741,C1681,534,아파트,경기도,51.96,44,9.0,291110,0.0,7.0,465.0,520.0,7.0,0.226270578978819
742,C1681,534,아파트,경기도,51.96,30,9.0,291110,0.0,7.0,465.0,520.0,7.0,0.226270578978819
743,C1184,458,아파트,경기도,36.98,196,4.0,162250,0.0,3.0,403.0,488.0,3.0,0.226270578978819
744,C1184,458,아파트,경기도,36.98,6,4.0,162250,0.0,3.0,403.0,488.0,3.0,0.226270578978819
745,C1184,458,아파트,경기도,46.86,44,4.0,257660,0.0,3.0,403.0,488.0,3.0,0.226270578978819
746,C1184,458,아파트,경기도,46.97,52,4.0,257660,0.0,3.0,403.0,488.0,3.0,0.226270578978819
747,C1184,458,아파트,경기도,46.97,112,4.0,257660,0.0,3.0,403.0,488.0,3.0,0.226270578978819
748,C1184,458,아파트,경기도,51.99,42,4.0,291110,0.0,3.0,403.0,488.0,3.0,0.226270578978819
749,C1184,458,아파트,경기도,51.99,6,4.0,291110,0.0,3.0,403.0,488.0,3.0,0.226270578978819
750,C2383,762,아파트,경기도,36.97,224,14.0,162250,0.0,3.0,661.0,832.0,3.0,0.226270578978819
751,C2383,762,아파트,경기도,36.97,54,14.0,162250,0.0,3.0,661.0,832.0,3.0,0.226270578978819
752,C2383,762,아파트,경기도,46.94,90,14.0,257660,0.0,3.0,661.0,832.0,3.0,0.226270578978819
753,C2383,762,아파트,경기도,46.97,100,14.0,257660,0.0,3.0,661.0,832.0,3.0,0.226270578978819
754,C2383,762,아파트,경기도,46.97,100,14.0,257660,0.0,3.0,661.0,832.0,3.0,0.226270578978819
755,C2383,762,아파트,경기도,51.87,15,14.0,291110,0.0,3.0,661.0,832.0,3.0,0.226270578978819
756,C2383,762,아파트,경기도,51.96,88,14.0,291110,0.0,3.0,661.0,832.0,3.0,0.226270578978819
757,C2383,762,아파트,경기도,51.96,13,14.0,291110,0.0,3.0,661.0,832.0,3.0,0.226270578978819
758,C2383,762,아파트,경기도,59.89,78,14.0,346850,0.0,3.0,661.0,832.0,3.0,0.226270578978819
759,C1579,1005,아파트,경기도,36.98,114,12.0,162250,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
760,C1579,1005,아파트,경기도,36.98,15,12.0,162250,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
761,C1579,1005,아파트,경기도,36.98,220,12.0,162250,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
762,C1579,1005,아파트,경기도,46.95,172,12.0,257660,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
763,C1579,1005,아파트,경기도,46.95,116,12.0,257660,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
764,C1579,1005,아파트,경기도,46.95,56,12.0,257660,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
765,C1579,1005,아파트,경기도,51.99,130,12.0,291110,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
766,C1579,1005,아파트,경기도,51.99,100,12.0,291110,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
767,C1579,1005,아파트,경기도,59.93,82,12.0,346850,0.0,2.0,882.0,1158.0,2.0,0.226270578978819
768,C2173,775,아파트,경기도,39.99,174,4.0,196950,1.0,2.0,665.0,745.0,3.0,0.226270578978819
769,C2173,775,아파트,경기도,39.99,72,4.0,196950,1.0,2.0,665.0,745.0,3.0,0.226270578978819
770,C2173,775,아파트,경기도,46.85,51,4.0,277480,1.0,2.0,665.0,745.0,3.0,0.226270578978819
771,C2173,775,아파트,경기도,46.98,87,4.0,277480,1.0,2.0,665.0,745.0,3.0,0.226270578978819
772,C2173,775,아파트,경기도,46.98,111,4.0,277480,1.0,2.0,665.0,745.0,3.0,0.226270578978819
773,C2173,775,아파트,경기도,46.98,87,4.0,277480,1.0,2.0,665.0,745.0,3.0,0.226270578978819
774,C2173,775,아파트,경기도,51.9,102,4.0,330740,1.0,2.0,665.0,745.0,3.0,0.226270578978819
775,C2173,775,아파트,경기도,51.96,91,4.0,330740,1.0,2.0,665.0,745.0,3.0,0.226270578978819
776,C2208,882,아파트,경기도,36.91,212,16.0,142310,0.0,2.0,755.0,840.0,2.0,0.226270578978819
777,C2208,882,아파트,경기도,36.91,95,16.0,142310,0.0,2.0,755.0,840.0,2.0,0.226270578978819
778,C2208,882,아파트,경기도,46.57,253,16.0,217210,0.0,2.0,755.0,840.0,2.0,0.226270578978819
779,C2208,882,아파트,경기도,46.57,52,16.0,217210,0.0,2.0,755.0,840.0,2.0,0.226270578978819
780,C2208,882,아파트,경기도,46.85,72,16.0,217210,0.0,2.0,755.0,840.0,2.0,0.226270578978819
781,C2208,882,아파트,경기도,46.97,60,16.0,217210,0.0,2.0,755.0,840.0,2.0,0.226270578978819
782,C2208,882,아파트,경기도,51.91,84,16.0,262170,0.0,2.0,755.0,840.0,2.0,0.226270578978819
783,C2208,882,아파트,경기도,51.91,54,16.0,262170,0.0,2.0,755.0,840.0,2.0,0.226270578978819
784,C1940,615,아파트,경기도,36.91,114,16.0,141210,0.0,2.0,527.0,709.0,2.0,0.226270578978819
785,C1940,615,아파트,경기도,46.57,114,16.0,215550,0.0,2.0,527.0,709.0,2.0,0.226270578978819
786,C1940,615,아파트,경기도,46.57,116,16.0,215550,0.0,2.0,527.0,709.0,2.0,0.226270578978819
787,C1940,615,아파트,경기도,46.57,61,16.0,215550,0.0,2.0,527.0,709.0,2.0,0.226270578978819
788,C1940,615,아파트,경기도,46.59,82,16.0,215550,0.0,2.0,527.0,709.0,2.0,0.226270578978819
789,C1940,615,아파트,경기도,59.88,128,16.0,324540,0.0,2.0,527.0,709.0,2.0,0.226270578978819
790,C2596,470,아파트,경기도,36.91,112,15.0,142310,1.0,7.0,405.0,480.0,8.0,0.226270578978819
791,C2596,470,아파트,경기도,46.57,112,15.0,217210,1.0,7.0,405.0,480.0,8.0,0.226270578978819
792,C2596,470,아파트,경기도,46.57,59,15.0,217210,1.0,7.0,405.0,480.0,8.0,0.226270578978819
793,C2596,470,아파트,경기도,46.57,35,15.0,217210,1.0,7.0,405.0,480.0,8.0,0.226270578978819
794,C2596,470,아파트,경기도,46.59,81,15.0,217210,1.0,7.0,405.0,480.0,8.0,0.226270578978819
795,C2596,470,아파트,경기도,51.91,45,15.0,262170,1.0,7.0,405.0,480.0,8.0,0.226270578978819
796,C2596,470,아파트,경기도,51.91,26,15.0,262170,1.0,7.0,405.0,480.0,8.0,0.226270578978819
797,C2227,477,아파트,경기도,36.91,159,9.0,141210,0.0,8.0,413.0,505.0,8.0,0.226270578978819
798,C2227,477,아파트,경기도,36.91,28,9.0,141210,0.0,8.0,413.0,505.0,8.0,0.226270578978819
799,C2227,477,아파트,경기도,46.57,86,9.0,215550,0.0,8.0,413.0,505.0,8.0,0.226270578978819
800,C2227,477,아파트,경기도,46.85,60,9.0,215550,0.0,8.0,413.0,505.0,8.0,0.226270578978819
801,C2227,477,아파트,경기도,46.97,30,9.0,215550,0.0,8.0,413.0,505.0,8.0,0.226270578978819
802,C2227,477,아파트,경기도,51.91,88,9.0,260140,0.0,8.0,413.0,505.0,8.0,0.226270578978819
803,C2227,477,아파트,경기도,51.91,26,9.0,260140,0.0,8.0,413.0,505.0,8.0,0.226270578978819
804,C2563,496,아파트,경기도,36.63,208,9.0,152500,0.0,2.0,425.0,449.0,2.0,0.226270578978819
805,C2563,496,아파트,경기도,36.63,82,9.0,152500,0.0,2.0,425.0,449.0,2.0,0.226270578978819
806,C2563,496,아파트,경기도,46.22,104,9.0,190640,0.0,2.0,425.0,449.0,2.0,0.226270578978819
807,C2563,496,아파트,경기도,46.22,102,9.0,190640,0.0,2.0,425.0,449.0,2.0,0.226270578978819
808,C1492,390,아파트,경기도,39.51,68,15.0,69870,0.0,2.0,334.0,296.0,2.0,0.226270578978819
809,C1492,390,아파트,경기도,39.84,161,15.0,71140,0.0,2.0,334.0,296.0,2.0,0.226270578978819
810,C1492,390,아파트,경기도,39.84,46,15.0,71140,0.0,2.0,334.0,296.0,2.0,0.226270578978819
811,C1492,390,아파트,경기도,46.71,32,15.0,78780,0.0,2.0,334.0,296.0,2.0,0.226270578978819
812,C1492,390,아파트,경기도,46.71,16,15.0,78780,0.0,2.0,334.0,296.0,2.0,0.226270578978819
813,C1492,390,아파트,경기도,46.71,44,15.0,78780,0.0,2.0,334.0,296.0,2.0,0.226270578978819
814,C1492,390,아파트,경기도,46.71,23,15.0,78780,0.0,2.0,334.0,296.0,2.0,0.226270578978819
815,C1601,330,아파트,경기도,46.9,72,13.0,155340,0.0,4.0,335.0,308.0,4.0,0.226270578978819
816,C1601,330,아파트,경기도,46.9,42,13.0,155340,0.0,4.0,335.0,308.0,4.0,0.226270578978819
817,C1601,330,아파트,경기도,46.9,6,13.0,155340,0.0,4.0,335.0,308.0,4.0,0.226270578978819
818,C1601,330,아파트,경기도,46.9,3,13.0,155340,0.0,4.0,335.0,308.0,4.0,0.226270578978819
819,C1601,330,아파트,경기도,51.93,126,13.0,191010,0.0,4.0,335.0,308.0,4.0,0.226270578978819
820,C1601,330,아파트,경기도,51.93,81,13.0,191010,0.0,4.0,335.0,308.0,4.0,0.226270578978819
821,C1687,773,아파트,경기도,39.72,116,26.0,111470,0.0,3.0,779.0,349.0,3.0,0.226270578978819
822,C1687,773,아파트,경기도,39.72,58,26.0,111470,0.0,3.0,779.0,349.0,3.0,0.226270578978819
823,C1687,773,아파트,경기도,39.72,174,26.0,111470,0.0,3.0,779.0,349.0,3.0,0.226270578978819
824,C1687,773,아파트,경기도,46.9,162,26.0,151110,0.0,3.0,779.0,349.0,3.0,0.226270578978819
825,C1687,773,아파트,경기도,46.9,28,26.0,151110,0.0,3.0,779.0,349.0,3.0,0.226270578978819
826,C1687,773,아파트,경기도,46.9,13,26.0,151110,0.0,3.0,779.0,349.0,3.0,0.226270578978819
827,C1687,773,아파트,경기도,46.9,2,26.0,151110,0.0,3.0,779.0,349.0,3.0,0.226270578978819
828,C1687,773,아파트,경기도,49.7,176,26.0,167230,0.0,3.0,779.0,349.0,3.0,0.226270578978819
829,C1687,773,아파트,경기도,49.7,28,26.0,167230,0.0,3.0,779.0,349.0,3.0,0.226270578978819
830,C1687,773,아파트,경기도,49.7,14,26.0,167230,0.0,3.0,779.0,349.0,3.0,0.226270578978819
831,C1687,773,아파트,경기도,49.7,2,26.0,167230,0.0,3.0,779.0,349.0,3.0,0.226270578978819
832,C1236,1124,아파트,경기도,39.72,86,29.0,111470,0.0,2.0,1129.0,657.0,2.0,0.226270578978819
833,C1236,1124,아파트,경기도,39.72,41,29.0,111470,0.0,2.0,1129.0,657.0,2.0,0.226270578978819
834,C1236,1124,아파트,경기도,39.72,127,29.0,111470,0.0,2.0,1129.0,657.0,2.0,0.226270578978819
835,C1236,1124,아파트,경기도,46.75,10,29.0,149880,0.0,2.0,1129.0,657.0,2.0,0.226270578978819
